n_raters,mean_kappa,sd_kappa,mean_delta,sd_delta,mean_delta_from_final,sd_delta_from_final,true_kappa
31,0.4054054752945823,0.0249931978506365,0.003398165991738481,0.00265780280341194,0.012422005283759226,0.009622457559137713,0.4
32,0.40544213401172713,0.024268550862175272,0.0033993981564050414,0.0025909915963881875,0.01176698679202149,0.009043019591929127,0.4
33,0.4053185191798285,0.023762994808864464,0.003368314206263478,0.0025002652049425085,0.011141420256003431,0.00858757649739007,0.4
34,0.40517301085626056,0.02331450147778504,0.003251751111615902,0.0024438889838663486,0.010699454758463909,0.008260748780371247,0.4
35,0.40542514771508287,0.0230733017589075,0.0030888209237808573,0.0022912685112332493,0.010216238268832188,0.00781829173039756,0.4
36,0.4053188239127434,0.02277156959708465,0.0029451330447108942,0.0021875754624862227,0.009910404551975747,0.007347587469113265,0.4
37,0.40530697036352564,0.02265504618670182,0.0030611569951151415,0.002250863661292543,0.009237402015626011,0.006898282063716429,0.4
38,0.40539602490974674,0.02243873976388987,0.0028191139894318015,0.0020868694889162507,0.008666855185771493,0.00668333681800495,0.4
39,0.4055163841246278,0.022249929964172663,0.0026922888222779976,0.0021356912594770296,0.008228039037119146,0.006313943800610572,0.4
40,0.40551308626647126,0.021808175963716196,0.002787265294518972,0.0020969756865786217,0.007552255181328068,0.0059047810904114505,0.4
41,0.4054558857390409,0.021582568048808544,0.002669275327654933,0.002003864071711404,0.007247002180451573,0.0053965421606626965,0.4
42,0.405580495000225,0.02130613753757855,0.0025407451967800827,0.0019845105057815526,0.006724048332976171,0.005012574812007813,0.4
43,0.4056337995340793,0.021069131476215613,0.0025275080997268617,0.0019020548788799177,0.006225189720333862,0.004607073231139047,0.4
44,0.4054916890257964,0.021113132344593152,0.0024477114607410894,0.001761507235924883,0.0057895803763615365,0.0043970584673077885,0.4
45,0.40534711808394897,0.02085063663418122,0.0025809159958791227,0.00192071989649312,0.005126289322995439,0.0039062167252332737,0.4
46,0.40549341824154245,0.020657272359656528,0.002319573810653344,0.0018096192229188294,0.00455717674489664,0.0035139844340294005,0.4
47,0.4055869075925294,0.020506327775607937,0.0023550550087822176,0.001719417225392321,0.00393768505471998,0.0029556099748445632,0.4
48,0.4055975164829053,0.02027389107768758,0.0022157736776479177,0.0016669086409101836,0.003148565294610213,0.0024091569602361935,0.4
49,0.4055758332706724,0.020051340771202478,0.0021991803184428374,0.0016636666431902698,0.002201841072657362,0.0016269571306374681,0.4
50,0.40541737674497497,0.020002204314415416,0.002201841072657362,0.0016269571306374681,0.0,0.0,0.4
3,0.4943993270487919,0.0865717738474302,,,0.06789613041327497,0.049958420245102865,0.5
4,0.49560978742625106,0.07431039461075352,0.03615696226820422,0.027288224327228824,0.056541814838736014,0.04376924896772863,0.5
5,0.4967749239388233,0.06583281146223195,0.027172601436050214,0.020409458033858515,0.05009627329592333,0.0374136449765205,0.5
6,0.49694003355258076,0.05871795047211375,0.02237512853725831,0.017523339074729426,0.04370593407380245,0.0329917531557579,0.5
7,0.495984257001269,0.05515583296473458,0.017680658575591188,0.013751992520767222,0.04015740847595355,0.030584564775700356,0.5
8,0.49628087201158566,0.05250419869160223,0.015249546953797105,0.011300300659448372,0.037984374580615966,0.02862538547763131,0.5
9,0.49654615184991924,0.049215494677629264,0.013998327301127326,0.010531021360410965,0.03510950060759476,0.0265437907912072,0.5
10,0.4964442304247176,0.04675413239573975,0.011929987984631258,0.008980734098649967,0.0323753534628265,0.025272638058126864,0.5
11,0.49612899519544873,0.04443305909392011,0.01132609200864249,0.008415794711071496,0.03038758721947862,0.023604020674982226,0.5
12,0.4961411101631402,0.04247348125071813,0.01008848319289462,0.0075449959832279,0.028471925297553345,0.02248636583133168,0.5
13,0.4966620962466151,0.040840656177488284,0.009072786965594215,0.006855044069823287,0.027179386940445978,0.0209241966457276,0.5
14,0.4968226312995004,0.039413555442243814,0.008176131023203378,0.006290494053347021,0.02609822245654268,0.0195082523297459,0.5
15,0.4970692972074326,0.03795882226570215,0.007722433736681254,0.0056012917564190945,0.024542635698061286,0.018592055510918422,0.5
16,0.4972692298684667,0.03630788332109147,0.007354577561652588,0.005487249687626513,0.02305168934614366,0.017627555704777604,0.5
17,0.49777020735465927,0.035380790345232824,0.0069455577155929996,0.005215120818507231,0.022051299150146482,0.016473054957139816,0.5
18,0.4981283153816579,0.03425854407399137,0.006267053187382988,0.004772822807790409,0.021086207281193165,0.015885000521975428,0.5
19,0.4982922722305251,0.03348652881116354,0.00595781984700378,0.004336947506435624,0.02020960981533164,0.015523627654415903,0.5
20,0.4984095857129489,0.03254931759736587,0.005739273793601149,0.004381262428677153,0.01924513568499094,0.01495470612111903,0.5
21,0.4985045026281451,0.0315447949766677,0.0054413552723748225,0.003988013972970308,0.01835618691117528,0.01429147215180321,0.5
22,0.49857455510941984,0.030811250787524804,0.005424471202543318,0.004089868608540505,0.01757034371944655,0.013852523784886616,0.5
23,0.49840835176541964,0.029859733779050626,0.004990542000388237,0.0036357915400854856,0.01693461094913365,0.012963192933002863,0.5
24,0.4983097511921309,0.02961648172515865,0.00475717859656144,0.0035635378416846867,0.01628723735673885,0.012643152898042399,0.5
25,0.49826823179886254,0.029016156956998947,0.004750988573509256,0.003553584141868626,0.015686035268812657,0.011977890418457586,0.5
26,0.4984064270709139,0.028332438086493553,0.0042681577028641175,0.0032142017995594155,0.014830210928544845,0.011368763052465328,0.5
27,0.49830486812890296,0.027731275127722766,0.004391106947206158,0.003272349172024213,0.014023956044549713,0.010799613673858559,0.5
28,0.49842697052034174,0.02747598223145022,0.004198470719860725,0.0030693839251394917,0.013604194367179525,0.010624088575782493,0.5
29,0.498450818519491,0.026836359464879528,0.003989477161534335,0.00304912322090567,0.012920233421367675,0.010094767431586278,0.5
30,0.4982192534400559,0.026757055837362355,0.003963511245934179,0.002944274296043033,0.012516260601979752,0.009672024585836577,0.5
31,0.4981534996985206,0.026251185341191204,0.003692497591499562,0.0028071549385061743,0.011961225231728146,0.009279485871056412,0.5
32,0.49820419153500367,0.025894193672126756,0.0034763586796139187,0.002649959611969891,0.011433865683552008,0.008704504713104255,0.5
33,0.4980432422182988,0.025430955068713824,0.003548929883140663,0.002717821850046156,0.010923479501077063,0.008280369977233304,0.5
34,0.4979188185741952,0.025301714238631434,0.0032870883455629212,0.002461007106538669,0.010501501046012678,0.008060935012295566,0.5
35,0.49796911287761836,0.0249780025281154,0.00326989151557618,0.0024768747638011703,0.010230248888451372,0.007491237512650767,0.5
36,0.49792878825865766,0.024802181806600813,0.0032115781199637673,0.002374460392066578,0.00965703115399019,0.007021846623779962,0.5
37,0.49803349766356453,0.024671031404394413,0.00297953593755441,0.0023314833387870866,0.00934380643919592,0.006717556666786843,0.5
38,0.4979203094572713,0.024221834154909565,0.0029155152437444014,0.002173859626914801,0.008757448075441225,0.006269637373458579,0.5
39,0.49788055641351686,0.02400982170215119,0.0028060906680068944,0.002121874593829779,0.008512090937239172,0.006225423561960384,0.5
40,0.49804778326521093,0.02383731701192136,0.0028304881200221788,0.0021343155071654927,0.007911981528816519,0.005849746119399961,0.5
41,0.49800774522453345,0.023402168418570846,0.002752743511898482,0.0020484825972055306,0.0073833813345759456,0.005460390074448953,0.5
42,0.49796956457864866,0.023077987077249645,0.0026317819468870624,0.001975855449639881,0.0069404310979245066,0.005109812641422035,0.5
43,0.49801989887649506,0.022896438688339987,0.0026413482189320985,0.001923205372267103,0.006465435145757871,0.004755820927236167,0.5
44,0.49794519702234147,0.02271908503258068,0.0025628597341731322,0.0019202641562000504,0.005861075336484105,0.004288248560618742,0.5
45,0.49802550600971185,0.022379271587341064,0.0024234814639949604,0.0018102299128821059,0.005288311469544229,0.003970452390368192,0.5
46,0.49800610206161205,0.022051365163034593,0.002487460377383708,0.0018349163552197545,0.004738480723389378,0.003489820891682114,0.5
47,0.49805485946790135,0.021916477900301587,0.0024191508650218303,0.0018035483210441753,0.004063827723346323,0.0028986591396732517,0.5
48,0.4980629662180028,0.02186376008453405,0.0023919648274444327,0.001769946597948145,0.003163714285864027,0.002368241486477452,0.5
49,0.4981669497543076,0.021634355386577882,0.0022880519093647646,0.0016807118045988542,0.0022576580547909435,0.001665100427398023,0.5
50,0.49812716895231235,0.021324130369001184,0.0022576580547909435,0.001665100427398023,0.0,0.0,0.5
3,0.5917091217290662,0.08392755119394746,,,0.06572887111403762,0.047915785279749386,0.6
4,0.5906384678236631,0.07303743336196596,0.034223784601461915,0.026253906994969593,0.05660759388579822,0.041392823346823794,0.6
5,0.5908442535744396,0.06538995149166354,0.026601345084929368,0.02047233259651661,0.04942329743447,0.037404603551980345,0.6
6,0.5903353230103981,0.0594212301410165,0.021242390156540645,0.015754023213678945,0.04439131047030935,0.03352422242786283,0.6
7,0.5911665044194805,0.054509096004519815,0.017761831314839632,0.013522773003562152,0.03959998731073199,0.031025571640371123,0.6
8,0.5910001395102527,0.05024173105779156,0.016193899936434893,0.011864882993596913,0.036105483294035616,0.027508051664419983,0.6
9,0.5914269334894942,0.047520056041175505,0.013171822215961415,0.009565821356026391,0.03397239685022357,0.025500414998430372,0.6
10,0.5917732188195148,0.0449400756930858,0.011830127243973787,0.009148447105865602,0.03185877789295787,0.02370214486663808,0.6
11,0.5917136327083433,0.0428565863143711,0.010823266939340763,0.00829262495824658,0.029937883181539098,0.022639038204027483,0.6
12,0.5920004889716605,0.04134427220033169,0.009595551022845003,0.007232529829355393,0.028421178254590364,0.02139299399422998,0.6
13,0.5919718982488218,0.03984398988562031,0.008952131003147559,0.006730415865831219,0.026858194176757274,0.02040171295966583,0.6
14,0.5924699784256082,0.038266325342964785,0.007969294694792994,0.006004813145114047,0.025841384815262755,0.01874338713802567,0.6
15,0.5927971803527087,0.036816490539665035,0.007954521581381433,0.005858849516804895,0.024251453827081024,0.017838029411580525,0.6
16,0.5928130824564043,0.03537399533364909,0.0069238930634101595,0.005359430430993555,0.022886329821774902,0.016826237830847898,0.6
17,0.5928660413257015,0.03426385573641092,0.006751878751025798,0.005162435892610652,0.022038279191512144,0.015938016441504138,0.6
18,0.5926679662573102,0.033058863268069213,0.006359372982255194,0.004812899194366475,0.020483164794867868,0.015625234117028496,0.6
19,0.5927399460766857,0.03200380112562368,0.00623060715963096,0.004596156031297819,0.01962890395630438,0.015102207323420323,0.6
20,0.5928016738397224,0.031005183787543907,0.005890067889535641,0.004440989250507513,0.018472178068898733,0.01439718851423078,0.6
21,0.592594981244131,0.03027179484943802,0.005602036142486115,0.004201081262426316,0.01763614918171856,0.013577898022599169,0.6
22,0.5926397924643569,0.0296573974058661,0.005151525491070382,0.003978496057935009,0.017008782405352904,0.013013802085688038,0.6
23,0.5927663031466808,0.02888182998569642,0.004971932172233327,0.0037222200014385416,0.01633123087174517,0.01233748271612522,0.6
24,0.592760512843997,0.028220032235223326,0.004581694960772206,0.003521929713665164,0.015602205825218115,0.011956888305599642,0.6
25,0.5931986793136057,0.02757688405650769,0.004480764947160282,0.003273557941288675,0.015085475893247482,0.011480448458504391,0.6
26,0.5933037223593388,0.027150364384382397,0.00436940277310691,0.0032623356963491384,0.014469740613860317,0.010989024370124284,0.6
27,0.5933362809947663,0.026523678177017274,0.00409784603342115,0.0029961334567457382,0.013984763489398321,0.010420632907174371,0.6
28,0.5932458667044833,0.026179489401608007,0.004085442000055851,0.003046878187687406,0.01345290800828194,0.010038202633232886,0.6
29,0.5930436581681985,0.02569187829363625,0.004003156489578734,0.0028761736060136673,0.012926977793508638,0.009699008213148974,0.6
30,0.593136535800865,0.02531584282775771,0.0037022762992153305,0.0027189242472266213,0.012427898331528981,0.009290732214651962,0.6
31,0.5933272300314145,0.025103542324143625,0.003784366987702991,0.0028050398387147357,0.012068012321712125,0.009047670919672903,0.6
32,0.5931671773457444,0.024921140189139768,0.003568646281676883,0.002727359114049291,0.01166213801267771,0.008825996941329142,0.6
33,0.5932791417511147,0.02438242961821624,0.0034006780749930026,0.0025945491182460217,0.011122605150425681,0.00827008631783886,0.6
34,0.5934160756128318,0.024138773154150757,0.0033859841817079077,0.002522908814256956,0.010668053180283516,0.007888262079351374,0.6
35,0.5936400503915854,0.0239741219454604,0.0032426031270383015,0.002389929278100446,0.010258023450358455,0.00764316293589021,0.6
36,0.593727014418937,0.023817421945920427,0.003107443071251626,0.0023695418995207103,0.009868034406099005,0.007395693529978139,0.6
37,0.5936059141377993,0.02354267442700014,0.0029337971533962143,0.0022426712534291894,0.009272515282547278,0.007017441549767608,0.6
38,0.5938083267294085,0.02312798892675099,0.0030084548063208975,0.002219759780064036,0.008845787548741942,0.006445247097791907,0.6
39,0.5937010831377619,0.022962665262548372,0.0029282134208469383,0.002286952280902281,0.008531677829521103,0.00621244395193828,0.6
40,0.5938577968898198,0.022918080729445102,0.0028403340306440926,0.0021280877018949613,0.008018220498115533,0.005989664042441179,0.6
41,0.5939623461626139,0.02265101004101846,0.002674982993713076,0.0020193883219363504,0.007613122759315331,0.0056169309110267115,0.6
42,0.5939620437997676,0.0226356241823351,0.002768816448507594,0.0019827512051638317,0.007147929379271554,0.005311042629749513,0.6
43,0.5941587739549569,0.022333183884238217,0.002681643387885207,0.0020158750238663484,0.006539428845043418,0.004935428318861064,0.6
44,0.5940339516505744,0.022164474676405147,0.0025704594367446146,0.0018797221770711474,0.0060846718985356745,0.004433812456675253,0.6
45,0.5940784828653081,0.021868409804435367,0.0025627108470544623,0.0018795865323757367,0.00543071932838597,0.003965673718041038,0.6
46,0.5940735104961556,0.021625738538020595,0.0024074814209339743,0.001843378579010028,0.004735068469451095,0.003568358290723793,0.6
47,0.5942076936885708,0.021233926205588165,0.002471479793544292,0.0018134981919015363,0.00403072821955586,0.00305811375302867,0.6
48,0.5942891392459412,0.020847477780166965,0.002267070558537122,0.0017333137689420459,0.003214193297059609,0.002373186656435973,0.6
49,0.5943929139870037,0.020468477235866603,0.0021889931237377646,0.001671662146346158,0.0023173810070848734,0.001709167060531698,0.6
50,0.5944067946964124,0.0203457003556342,0.0023173810070848734,0.001709167060531698,0.0,0.0,0.6
3,0.6933255097275388,0.08070483127299348,,,0.0632964958319504,0.046763300715247834,0.7
4,0.6948582350152119,0.068172728062598,0.03130434381024646,0.023912523097666085,0.052354894102139796,0.03948062862967726,0.7
5,0.6941252279923444,0.06059345051769404,0.02497743046458951,0.018684895907946742,0.04604841067582609,0.03499986497959281,0.7
6,0.694250682175806,0.05463527828238575,0.019905710747119363,0.015282697532393431,0.04084699219013662,0.03175377814427459,0.7
7,0.6935883901439358,0.04989230053377294,0.016764544217643836,0.013006096384521085,0.03673836945253007,0.02855759626577503,0.7
8,0.6938393691059402,0.04746928688938146,0.014189564612609848,0.010783580373766406,0.03477490106606568,0.026502648532588366,0.7
9,0.6941157673371912,0.045155717226853916,0.012533083963540026,0.009260883833619565,0.03281555576697676,0.0243507943569262,0.7
10,0.6936183017628237,0.043316917554381815,0.011598588709767549,0.008794618639147173,0.030897033546089112,0.02366211066462604,0.7
11,0.6936232789474445,0.041077015459946416,0.010094970678856525,0.00771520511568733,0.028846664021819315,0.022324117920880383,0.7
12,0.693376457513956,0.03942007579605532,0.009279247361407188,0.006954425392673351,0.027155854090170857,0.021050633444912783,0.7
13,0.6932645767468473,0.03810592806894323,0.008701062258558575,0.006744877608909342,0.026062144724642702,0.020215794980427367,0.7
14,0.6933126963040803,0.036773476941795974,0.007526715973235179,0.005655242856215745,0.024887546840633015,0.01961570188481585,0.7
15,0.6934259343090712,0.035173098346168497,0.00767163314352095,0.005604423685963613,0.0234216271793459,0.01814700327755727,0.7
16,0.6930397273696731,0.034111679813638524,0.007054134880397542,0.005333450923976547,0.02240853311771756,0.017095421067133566,0.7
17,0.6926877414973346,0.03306050220885681,0.006786450002702805,0.00507641199566215,0.021092944926780478,0.016238797187970427,0.7
18,0.6927313442267189,0.032145383020394755,0.006226596064818694,0.0046486739648033395,0.020033157956561878,0.01540085221472097,0.7
19,0.6925490799084217,0.03135576011029658,0.005804437978623827,0.004512588740083329,0.019087378267526146,0.014632283715581411,0.7
20,0.6927850271857586,0.030641804191842446,0.0057000575974189074,0.004279679269206638,0.018473419285676435,0.013780185627805978,0.7
21,0.6924690928692767,0.029929065500861145,0.005153920841202908,0.003994370245876878,0.017827734902234302,0.01332855854467636,0.7
22,0.6927553173733799,0.02930061065288418,0.0048305704169964644,0.0036360396672597134,0.017102607141319066,0.012851545567867285,0.7
23,0.6927795440315743,0.028728014508093282,0.0048810739338421335,0.003638750933279361,0.01625761807888464,0.012449308148043655,0.7
24,0.6926976134484729,0.028058493294064134,0.004753991026587665,0.003458742699335782,0.015382498803140321,0.011746158754278646,0.7
25,0.6929285962724704,0.027650411532017718,0.0043394684434074566,0.003338923387965735,0.014641588750746025,0.01131564463428595,0.7
26,0.6928434015886366,0.02731975612577662,0.004141049565403733,0.0031171737958580956,0.013976682717471666,0.010969406306066914,0.7
27,0.6926989198879375,0.02703584700882377,0.004160012861777879,0.0031368164798467337,0.013522004444835102,0.010367038298782114,0.7
28,0.6928256814584629,0.02625934834753467,0.003818084402919569,0.002859596178981649,0.01289284030734715,0.009931747087972877,0.7
29,0.6926848095117212,0.025829665812475835,0.0037603615556593404,0.0028178114206431353,0.012477392501872424,0.009424263786906533,0.7
30,0.6927193540760446,0.02552800631752559,0.0036110643590929314,0.0027416604480748094,0.01194741268410258,0.009128982769862399,0.7
31,0.6924871061309545,0.025199757938368435,0.003522922922606776,0.0028166511298479482,0.01140284370439357,0.00868010889905902,0.7
32,0.6925399855774518,0.024848652582118862,0.0032996314786820037,0.002463881285689447,0.01087608477030124,0.008394368521196313,0.7
33,0.6923121370300231,0.024521418311780906,0.003481564511976946,0.002566494916288001,0.010416824112936226,0.008054493181986673,0.7
34,0.6924725973519555,0.024181171736007666,0.0031432108940059695,0.002429659481099156,0.010071262061387034,0.00771978141649417,0.7
35,0.6925748386951048,0.023852394520606873,0.003075800921698769,0.002284783481582469,0.009573604452068799,0.007465495539184981,0.7
36,0.6927659701708949,0.023566394601738223,0.0030982492598354804,0.002304808701650627,0.00916199059436542,0.007092211342983517,0.7
37,0.6928911667974563,0.023236861071277922,0.002891184989450571,0.0021544635710110944,0.00876597038328389,0.006767719295473105,0.7
38,0.6927074624454204,0.023027602117903244,0.0027964183897859663,0.0022006965040096815,0.008381345810859312,0.006396352099630077,0.7
39,0.6927861175368752,0.022916497669110126,0.0028097734856754836,0.0021224889346012246,0.008013684278959623,0.0060562268020629305,0.7
40,0.6929259397443579,0.022814022157893677,0.0026000315228801685,0.001974833248796727,0.007496960320862399,0.005633085210737986,0.7
41,0.6927434516703274,0.02272935730705645,0.0026709054101482135,0.0019955970402528163,0.007171696554841194,0.005344828301808353,0.7
42,0.6924860361568378,0.02257166231648892,0.0026118048494467292,0.0019365443426559161,0.006689277028545571,0.005106379264974744,0.7
43,0.6924926484001632,0.02226940312767479,0.002525860225460769,0.0018735497442227058,0.006163971430701863,0.0048009703253160145,0.7
44,0.6924409540186551,0.022158076111527352,0.002467657944794289,0.0018237102426097742,0.005625915717809254,0.0043781248348194,0.7
45,0.6924050930307517,0.021812531286913624,0.00242836944206459,0.001851968389156112,0.00511160516359396,0.0038247794122258116,0.7
46,0.6925015088064751,0.021537220898207976,0.002401122501239561,0.0017555858919318878,0.004442995155366319,0.0034099969461894165,0.7
47,0.6925625577754834,0.02134036483632247,0.0023934499853198263,0.0017497506801084132,0.003872057559812898,0.0029200933146826488,0.7
48,0.6925697499515945,0.02121079317336057,0.0022726169598914917,0.0017331540251883683,0.003125569626552087,0.0023776428047150144,0.7
49,0.692540079324784,0.021085713374376862,0.002196087176203558,0.0016379832574880693,0.002123885608593919,0.0015826943300209335,0.7
50,0.6924730346178332,0.02089964664659972,0.002123885608593919,0.0015826943300209335,0.0,0.0,0.7
